class,u_g,g_r,r_i,i_z
STAR,3.189980000000002,1.4248799999999981,0.6381700000000023,0.39887999999999835
STAR,3.04504,0.20515999999999934,0.11360999999999777,0.4700000000000024
QSO,0.84863,0.03988999999999976,0.09675999999999974,0.34794000000000125
GALAXY,3.366959999999999,1.9060799999999993,0.9371600000000022,0.5164599999999986
GALAXY,0.01126999999999967,1.7898500000000013,0.8133300000000006,0.6551200000000001
GALAXY,0.597529999999999,1.063880000000001,0.8263299999999987,0.32779999999999987
GALAXY,0.9671599999999998,1.89236,1.3669100000000007,0.6941699999999997
GALAXY,2.155330000000003,1.397319999999997,0.5097500000000004,0.3559599999999996
GALAXY,-0.6713300000000011,3.5972100000000005,1.2075999999999993,0.9205000000000005
GALAXY,0.30142000000000024,1.389050000000001,1.1029199999999975,0.7032000000000025
GALAXY,2.07254,1.5240699999999983,0.61205,0.33702000000000254
QSO,0.03836000000000084,0.6543600000000005,0.03247999999999962,0.15005000000000024
QSO,0.5321600000000011,0.36299999999999955,0.12256999999999962,0.36192000000000135
GALAXY,1.3526600000000002,0.6015800000000002,0.38083000000000133,0.19707000000000008
GALAXY,2.3811599999999977,1.3288100000000007,1.1714200000000012,0.6465499999999977
GALAXY,4.17417,1.8840699999999977,0.6732900000000015,0.42756999999999934
GALAXY,1.5275999999999996,0.1965299999999992,0.8420200000000015,-0.5920899999999989
GALAXY,0.5004600000000003,0.9774600000000007,0.4959600000000002,-0.2064699999999995
GALAXY,0.7491500000000002,0.5476300000000016,0.8363499999999995,-0.255510000000001
QSO,0.48241000000000156,0.3760300000000001,0.25853000000000037,0.2521500000000003
QSO,2.647870000000001,0.3625499999999988,-0.08933999999999997,-0.3353999999999999
GALAXY,0.5001500000000014,1.8955699999999993,0.6773000000000025,0.43097999999999814
QSO,0.5748099999999994,0.15684000000000253,0.10888999999999882,0.28640000000000043
STAR,1.5280899999999988,0.51417,0.21899000000000157,0.0377900000000011
GALAXY,2.7282500000000027,1.654519999999998,1.1616800000000005,0.6783999999999999
QSO,0.13120999999999938,0.5670400000000022,0.10530999999999935,0.8151499999999992
GALAXY,2.2996899999999982,1.58859,0.9655000000000022,0.28003
STAR,1.6576699999999995,0.6208400000000012,0.2227099999999993,0.13956999999999908
GALAXY,0.42834000000000216,1.518349999999998,1.0285800000000016,0.6179799999999993
GALAXY,-0.039339999999999264,2.7060299999999984,1.2587399999999995,1.0359800000000021
GALAXY,0.19942999999999955,1.0901500000000013,1.1031499999999994,0.7129499999999993
